"Type","Bai","Cong","Pan","Hai","Hua","Huang","Li","Nan","Tian","Yue","Area","B","L","R","Floor","HH","HM","Brand","cluster"
1,0,0,0,0,0,0,0,0,1,0,58,1,0,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,90,4,1,1,6,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,51,1,0,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,68,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,77,2,1,1,18,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,86,3,2,1,11,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,30,1,0,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,80,2,1,1,20,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,123,3,2,2,32,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,55,2,1,1,6,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,52,2,1,1,7,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,36,1,0,1,29,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,28,2,1,2,30,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,35,1,1,1,5,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,70,1,0,1,55,1,0,1,4
1,0,0,0,0,0,0,0,1,0,0,66,1,1,1,23,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,100,3,2,2,9,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,103,3,1,0,8,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,115,2,2,2,30,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,58,2,1,1,6,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,102,4,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,100,3,2,1,9,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,64,2,1,1,20,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,94,2,1,1,12,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,81,2,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,111,3,1,1,21,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,60,1,1,1,23,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,50,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,246,5,1,1,28,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,86,1,1,1,4,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,57,1,1,1,21,0,1,1,2
1,0,0,0,0,1,0,0,0,0,0,128,3,1,1,18,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,66,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,77,2,2,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,40,1,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,88,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,155,4,2,2,14,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,30,1,1,1,8,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,72,3,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,70,3,1,1,7,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,66,2,2,1,25,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,110,3,2,2,5,0,1,1,3
1,0,0,0,0,0,0,0,0,0,0,28,1,1,1,7,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,108,3,2,2,33,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,38,1,0,1,27,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,39,1,0,1,32,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,67,2,2,1,7,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,102,4,1,2,19,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,86,2,1,1,43,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,30,1,1,1,13,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,250,1,0,2,30,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,62,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,112,3,2,2,39,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,40,2,1,1,9,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,64,2,1,1,19,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,85,2,1,1,31,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,73,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,41,1,1,1,31,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,90,2,2,1,27,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,55,1,0,1,23,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,83,3,2,1,7,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,84,2,1,1,20,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,76,2,1,1,33,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,10,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,95,3,2,1,31,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,35,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,92,3,2,1,24,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,59,2,2,1,19,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,104,3,2,1,8,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,44,1,0,1,28,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,47,1,1,1,27,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,99,2,2,1,55,0,0,1,3
1,0,0,0,0,0,1,0,0,0,0,86,3,2,1,32,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,51,2,1,1,22,1,0,1,4
1,0,0,0,0,0,0,0,1,0,0,63,4,1,2,30,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,76,2,1,1,7,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,62,1,1,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,36,1,1,1,31,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,63,2,1,1,31,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,88,1,1,1,30,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,35,1,0,1,9,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,13,1,1,1,9,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,102,3,1,1,28,0,0,1,2
1,0,0,0,0,1,0,0,0,0,0,167,4,2,2,18,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,93,3,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,123,4,1,2,32,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,63,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,0,0,0,1,0,0,0,75,2,1,1,31,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,93,3,2,2,14,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,112,3,1,1,19,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,56,1,1,1,12,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,120,3,2,2,33,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,86,3,1,1,14,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,109,3,2,2,11,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,90,3,1,1,8,1,0,1,4
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,22,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,133,3,2,2,42,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,70,2,2,1,9,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,34,3,2,1,9,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,52,2,1,1,13,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,60,2,1,1,2,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,97,2,2,1,30,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,103,3,2,2,26,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,68,2,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,46,2,1,1,18,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,54,1,1,1,7,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,27,1,1,1,2,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,95,3,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,25,1,0,0,9,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,70,2,2,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,70,2,1,1,6,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,41,1,0,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,82,2,1,1,12,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,82,3,1,1,25,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,26,1,0,1,22,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,52,1,0,1,32,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,152,2,2,1,35,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,35,2,0,1,30,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,62,1,0,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,107,1,0,1,30,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,83,2,2,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,143,5,1,2,25,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,69,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,73,2,2,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,271,5,3,4,5,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,50,1,0,1,32,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,103,2,2,1,20,1,0,1,3
1,0,0,0,0,0,0,0,1,0,0,85,3,2,1,26,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,48,2,1,1,21,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,80,3,1,1,9,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,72,2,1,1,20,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,96,3,2,2,34,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,82,2,1,1,18,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,35,1,1,1,24,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,57,1,1,1,21,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,44,1,0,1,32,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,57,2,1,1,33,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,91,2,1,1,26,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,39,1,1,1,10,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,93,3,2,1,11,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,78,3,2,1,9,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,99,3,2,1,44,0,0,1,3
1,0,0,0,0,1,0,0,0,0,0,78,2,2,1,28,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,59,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,57,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,122,3,2,2,23,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,60,3,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,11,0,0,1,2
1,0,0,0,0,0,0,0,1,0,0,63,3,2,2,30,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,115,3,2,2,25,0,0,1,3
1,0,0,0,0,0,1,0,0,0,0,51,2,1,1,22,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,86,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,80,2,1,1,18,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,75,3,1,1,11,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,58,2,1,1,5,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,91,3,1,1,31,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,82,2,2,1,32,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,149,3,2,2,6,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,190,4,2,3,17,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,98,3,2,2,33,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,30,1,0,1,28,0,1,1,4
1,0,0,0,0,0,0,1,0,0,0,35,3,1,2,30,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,70,2,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,101,3,2,2,30,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,37,1,0,1,18,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,40,1,0,1,28,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,110,2,1,1,8,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,77,3,1,1,7,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,110,3,2,1,32,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,74,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,30,0,0,1,3
1,0,0,0,0,0,1,0,0,0,0,76,2,1,1,33,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,34,1,1,1,32,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,70,2,2,1,22,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,30,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,102,3,2,2,11,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,48,2,1,1,7,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,91,3,1,2,25,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,30,1,0,1,3,0,0,1,4
1,0,0,0,1,0,0,0,0,0,0,70,2,1,1,19,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,83,3,2,1,33,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,25,2,1,1,4,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,109,3,2,2,46,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,6,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,112,3,2,2,29,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,98,3,2,2,33,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,64,1,1,1,38,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,96,3,1,1,8,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,79,2,1,1,9,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,104,3,1,2,25,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,42,1,1,1,27,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,85,3,1,2,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,70,2,2,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,82,2,2,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,90,2,1,1,33,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,108,3,2,1,18,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,79,2,2,1,12,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,68,2,1,1,18,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,68,2,1,1,13,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,54,2,1,1,31,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,40,1,1,1,28,0,0,1,4
1,0,0,0,0,0,0,1,0,0,0,28,1,1,1,30,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,89,3,1,1,33,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,76,2,1,1,18,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,95,2,2,1,31,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,18,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,106,2,2,1,30,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,40,2,1,0,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,90,3,1,1,7,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,46,2,1,1,15,1,0,1,4
1,0,0,0,0,0,1,0,0,0,0,53,1,0,1,21,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,46,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,73,2,1,1,31,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,66,2,1,1,7,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,92,3,1,1,8,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,81,3,1,1,8,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,50,1,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,45,1,0,1,28,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,97,1,1,1,32,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,79,2,1,1,23,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,68,2,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,43,1,1,1,22,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,58,2,1,1,7,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,57,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,120,3,2,2,25,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,80,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,90,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,28,2,2,2,30,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,50,1,0,1,15,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,80,2,1,1,9,0,0,1,4
1,0,0,0,0,0,0,1,0,0,0,35,1,0,0,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,28,0,0,1,4
1,0,0,0,1,0,0,0,0,0,0,36,1,1,1,32,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,55,1,1,1,29,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,110,3,2,1,33,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,108,3,1,2,15,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,68,2,1,1,6,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,116,3,2,2,32,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,77,2,1,1,12,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,47,1,0,1,20,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,62,1,1,1,30,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,75,2,1,1,33,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,0,1,21,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,55,2,1,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,100,3,1,1,10,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,68,3,1,1,9,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,89,3,2,2,28,0,1,1,3
1,0,0,0,0,0,0,0,0,0,0,188,4,2,2,25,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,98,3,1,2,7,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,62,2,1,1,21,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,42,2,1,1,7,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,48,2,1,1,22,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,214,5,2,3,20,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,86,2,2,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,113,3,2,2,32,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,45,1,1,1,12,0,0,1,4
1,1,0,0,0,0,0,0,0,0,0,46,1,1,1,18,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,24,1,1,1,13,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,80,2,2,1,18,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,50,2,1,1,36,0,0,1,2
1,0,0,0,0,0,0,0,1,0,0,181,4,2,3,29,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,95,3,1,2,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,107,3,2,2,23,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,147,4,2,2,29,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,70,2,1,1,7,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,51,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,33,1,1,1,20,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,70,2,1,1,9,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,46,1,1,1,21,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,31,1,1,1,20,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,109,3,2,2,7,1,0,1,3
1,0,0,0,0,0,1,0,0,0,0,85,3,2,1,23,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,40,1,1,1,7,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,30,1,1,1,7,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,63,2,1,1,17,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,130,4,2,2,18,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,91,2,1,1,24,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,79,2,2,1,26,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,54,1,1,1,17,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,73,2,1,1,18,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,43,1,1,1,30,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,70,2,2,1,8,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,84,2,1,1,18,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,51,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,48,1,1,1,22,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,84,3,1,1,11,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,200,6,1,3,2,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,55,2,1,1,5,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,109,3,2,1,29,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,89,2,1,1,25,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,120,3,2,2,18,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,62,2,1,1,9,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,60,1,1,1,24,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,80,4,1,2,22,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,110,3,2,1,9,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,52,1,1,1,22,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,45,1,0,1,33,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,107,3,1,2,33,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,39,1,1,1,32,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,110,4,1,1,9,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,96,3,2,1,51,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,80,4,1,1,19,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,39,1,1,1,10,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,127,4,2,2,6,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,86,3,2,1,32,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,79,2,1,1,37,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,60,1,1,1,13,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,35,1,1,1,12,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,88,3,1,1,15,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,30,1,1,1,7,0,0,1,4
1,1,0,0,0,0,0,0,0,0,0,72,2,1,1,19,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,76,2,1,1,11,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,36,2,1,1,9,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,101,3,2,2,30,0,0,1,3
1,0,0,0,0,0,0,0,0,0,0,96,3,2,1,18,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,30,1,0,1,21,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,93,3,1,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,0,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,57,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,50,2,1,1,15,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,80,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,68,2,1,1,19,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,96,3,2,2,11,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,115,5,2,2,24,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,38,1,0,1,29,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,89,3,2,1,57,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,50,1,1,1,6,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,87,3,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,121,3,2,2,29,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,2,1,1,8,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,1,1,21,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,81,3,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,79,3,2,2,30,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,18,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,99,3,2,2,30,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,35,3,2,2,22,0,0,1,3
1,0,0,0,0,0,1,0,0,0,0,100,3,2,2,9,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,67,2,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,132,3,2,2,46,0,1,1,3
